2024-03-21 08:47:07.278,detection,0.44294113
2024-03-21 08:47:07.434,detection,0.14577613
2024-03-21 08:47:07.596,detection,0.15573729
2024-03-21 08:47:07.749,detection,0.14783433
2024-03-21 08:47:07.909,detection,0.15495646
2024-03-21 08:47:08.062,detection,0.14737812
2024-03-21 08:47:08.221,detection,0.15350746
2024-03-21 08:47:08.374,detection,0.14852979
2024-03-21 08:47:08.532,detection,0.15219104
2024-03-21 08:47:08.684,detection,0.14650225
2024-03-21 08:47:08.844,detection,0.15483717
2024-03-21 08:47:08.996,detection,0.14670171
2024-03-21 08:47:09.155,detection,0.15364846
2024-03-21 08:47:09.306,detection,0.14597042
2024-03-21 08:47:09.468,detection,0.15739604
2024-03-21 08:47:09.620,detection,0.14616950
2024-03-21 08:47:09.780,detection,0.15483612
2024-03-21 08:47:09.936,detection,0.15090821
2024-03-21 08:47:10.098,detection,0.15688679
2024-03-21 08:47:10.248,detection,0.14495013
2024-03-21 08:47:10.407,detection,0.15325863
2024-03-21 08:47:10.559,detection,0.14688225
2024-03-21 08:47:10.720,detection,0.15564054
2024-03-21 08:47:10.878,detection,0.15300371
2024-03-21 08:47:11.039,detection,0.15517708
2024-03-21 08:47:11.190,detection,0.14588725
2024-03-21 08:47:11.352,detection,0.15654183
2024-03-21 08:47:11.507,detection,0.14987642
2024-03-21 08:47:11.672,detection,0.15882375
2024-03-21 08:47:11.826,detection,0.14956013
2024-03-21 08:47:11.992,detection,0.16030904
2024-03-21 08:47:12.146,detection,0.14775492
2024-03-21 08:47:12.309,detection,0.15828954
2024-03-21 08:47:12.464,detection,0.15105004
2024-03-21 08:47:12.621,detection,0.15515546
2024-03-21 08:47:12.772,detection,0.14581892
2024-03-21 08:47:12.931,detection,0.15404117
2024-03-21 08:47:13.084,detection,0.14712575
2024-03-21 08:47:13.244,detection,0.15526996
2024-03-21 08:47:13.399,detection,0.14946296
2024-03-21 08:47:13.560,detection,0.15627213
2024-03-21 08:47:13.710,detection,0.14482171
2024-03-21 08:47:13.869,detection,0.15502396
2024-03-21 08:47:14.025,detection,0.14993075
2024-03-21 08:47:14.186,detection,0.15653996
2024-03-21 08:47:14.197,detection,0.00595671
