2024-03-21 09:36:40.852,episodes,1,1,306,394,200,32,-13.0
2024-03-21 09:37:25.971,episodes,1,2,1435,345,300,309,-12.0
2024-03-21 09:37:44.845,episodes,1,3,702,377,0,424,-7.0
