2024-03-21 09:46:44.619,episodes,1,1,306,394,200,32,-13.0
2024-03-21 09:47:29.944,episodes,1,2,1435,345,300,309,-12.0
2024-03-21 09:47:49.070,episodes,1,3,702,377,0,424,-7.0
